Year,Name,College,POS,Rookie AV,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle,Cmp,PassAtt,Pct,PassYds,Y/A,AY/A,PassTD,Int,Rate,RushAtt,RushYds,RushAvg,RushTD
2016,Jared Goff,California,QB,43,76,215,9,32.75,36,4.82,,27,110,4.47,7.17,,977,1568,62.3,12195,7.8,8.1,96,30,144,170,-114,-0.7,1
2016,Jacoby Brissett,North Carolina St.,QB,24,75.75,231,9.75,32.25,,4.94,,31,113,4.53,7.17,,499,839,59.5,5723,6.8,7.1,46,15,131.3,283,902,3.2,12
2016,Cody Kessler,USC,QB,5,73.25,220,10.88,32.63,,4.89,,29.5,104,4,7.32,,851,1261,67.5,10339,8.2,8.9,88,19,156.4,158,-425,-2.7,7
2016,Jeff Driskel,Louisiana Tech,QB,5,76,234,9.75,33.5,,4.56,,32,122,4.25,7.19,,607,1000,60.7,7437,7.4,7.2,50,28,134.1,312,972,3.1,14
2016,Brandon Allen,Arkansas,QB,2,73.375,217,8.88,31.25,,4.84,,28,110,4.33,7.06,,583,1016,57.4,7463,7.3,7.5,64,26,134.8,134,136,1,4
2016,Kevin Hogan,Stanford,QB,2,75.25,218,10.25,32.38,,4.78,,32.5,113,4.31,6.9,,727,1103,65.9,9385,8.5,8.7,75,29,154.6,315,1249,4,15
2016,Paxton Lynch,Memphis,QB,2,78.625,244,10.25,34.25,,4.86,,36,118,4.26,7.14,,758,1205,62.9,8863,7.4,7.5,59,23,137,288,687,2.4,17
2016,Nate Sudfeld,Indiana,QB,1,78.125,234,9.88,34.25,,,,29,105,,,,593,983,60.3,7879,8,8.3,61,20,144.1,135,132,1,8
2016,Chance Stewart,Hillsdale,QB,0,77.25,254,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Joel Stave,Wisconsin,QB,0,77.25,236,10.75,33.25,,4.8,,33.5,115,4.33,7.29,,613,1031,59.5,7635,7.4,6.7,48,37,129.8,102,-266,-2.6,2
2016,Josh Woodrum,Liberty,QB,0,74.875,231,9.25,31.88,,4.8,,31,116,4.31,6.74,,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,Travis Wilson,Utah,QB,0,79.25,232,,,,,,,,,,,646,1068,60.5,7401,6.9,6.4,54,37,128.5,400,1226,3.1,21
2016,Trevone Boykin,TCU,QB,0,72,212,9.38,31.63,,4.77,,32,110,4.4,,,829,1355,61.2,10727,7.9,8,86,37,143.2,507,2049,4,27
2016,Vernon Adams,Oregon,QB,0,70.875,200,9.13,30.25,,4.83,,29.5,114,4.2,6.82,,168,259,64.9,2643,10.2,11.2,26,6,179.1,83,147,1.8,2
2016,Brandon Doughty,Western Kentucky,QB,0,74.75,213,9.13,32,,5.22,,27,103,4.52,7.49,,1023,1491,68.6,12855,8.6,9.1,111,34,161,102,-285,-2.8,3
2016,Cardale Jones,Ohio St.,QB,0,77,253,9.75,33.75,,4.81,,36,,,,,166,269,61.7,2322,8.6,8.6,15,7,147.4,153,617,4,4
2016,Christian Hackenberg,Penn St.,QB,0,76.375,223,9,32,,4.78,,31,114,4.33,7.04,,693,1235,56.1,8457,6.8,6.5,48,31,121.4,208,-242,-1.2,6
2016,Connor Cook,Michigan St.,QB,0,76,217,9.75,33,,4.79,,33,113,4.28,7.21,,673,1170,57.5,9194,7.9,8.2,71,22,139.8,176,209,1.2,3
2016,Jake Rudock,Michigan,QB,0,75,207,,,,,,,,,,,666,1080,61.7,7836,7.3,7.1,54,27,134.1,192,560,2.9,12
